,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Ragnetto,Ragnetto,Ragnetto,Ragnetto,Ragnetto,Ragnetto,Ragnetto,Ragnetto,"Ragnetto:Marker1","Ragnetto:Marker1","Ragnetto:Marker1","Ragnetto:Marker1","Ragnetto:Marker2","Ragnetto:Marker2","Ragnetto:Marker2","Ragnetto:Marker2","Ragnetto:Marker3","Ragnetto:Marker3","Ragnetto:Marker3","Ragnetto:Marker3","Ragnetto:Marker4","Ragnetto:Marker4","Ragnetto:Marker4","Ragnetto:Marker4",Ragnetto:Marker1,Ragnetto:Marker1,Ragnetto:Marker1,Ragnetto:Marker2,Ragnetto:Marker2,Ragnetto:Marker2,Ragnetto:Marker3,Ragnetto:Marker3,Ragnetto:Marker3,Ragnetto:Marker4,Ragnetto:Marker4,Ragnetto:Marker4
,ID,"54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","C6800","C6800","C6800","A15FD681EC4711EE5F75BB645DD45CA7","A15FD681EC4711EE5F75BB645DD45CA7","A15FD681EC4711EE5F75BB645DD45CA7","C65B0","C65B0","C65B0","C68C0","C68C0","C68C0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1862,5.172222,-0.000039,0.398534,0.007404,0.917123,2.347541,-0.001753,1.567092,0.000373,2.335955,-0.001819,1.426597,0.888866,2.420521,-0.001867,1.512594,0.907720,2.278492,-0.002570,1.463104,0.900687,2.347496,-0.001753,1.567014,0.936953,2.335968,-0.002125,1.426840,2.420222,-0.001640,1.512486,2.278737,-0.002276,1.463105,2.347539,-0.001969,1.566879
1863,5.175000,0.000059,0.398539,0.007385,0.917122,2.347527,-0.001772,1.567104,0.000366,2.335940,-0.001814,1.426609,0.902370,2.420507,-0.001886,1.512605,0.902062,2.278477,-0.002565,1.463116,0.904331,2.347482,-0.001773,1.567026,0.935478,2.335951,-0.002129,1.426846,2.420220,-0.001652,1.512509,2.278711,-0.002262,1.463122,2.347524,-0.001994,1.566879
1864,5.177778,-0.000039,0.398062,0.007294,0.917330,2.347464,-0.001753,1.567034,0.000348,2.336024,-0.001829,1.426528,0.901501,2.420501,-0.001887,1.512612,0.904336,2.278523,-0.002564,1.462975,0.904384,2.347420,-0.001753,1.566956,0.932632,2.335954,-0.002133,1.426845,2.420224,-0.001661,1.512522,2.278759,-0.002272,1.462821,2.347531,-0.001967,1.566883
1865,5.180556,-0.000029,0.398592,0.007325,0.917099,2.347538,-0.001763,1.567105,0.000373,2.335936,-0.001835,1.426611,0.902301,2.420512,-0.001891,1.512598,0.901518,2.278477,-0.002575,1.463125,0.905213,2.347494,-0.001764,1.567027,0.931444,2.335952,-0.002147,1.426845,2.420207,-0.001659,1.512509,2.278708,-0.002274,1.463132,2.347552,-0.001985,1.566875
1866,5.183333,0.000043,0.398129,0.007365,0.917300,2.347480,-0.001781,1.567037,0.000345,2.336019,-0.001828,1.426532,0.888654,2.420509,-0.001898,1.512604,0.905891,2.278524,-0.002575,1.462987,0.898883,2.347435,-0.001781,1.566959,0.937849,2.335964,-0.002138,1.426846,2.420230,-0.001668,1.512499,2.278756,-0.002278,1.462842,2.347537,-0.001999,1.566894
1867,5.186111,0.000001,0.398180,0.007311,0.917278,2.347485,-0.001765,1.567032,0.000369,2.336009,-0.001828,1.426528,0.888112,2.420508,-0.001894,1.512591,0.903065,2.278517,-0.002568,1.462990,0.898519,2.347440,-0.001765,1.566953,0.937814,2.335953,-0.002129,1.426855,2.420209,-0.001671,1.512484,2.278764,-0.002279,1.462847,2.347548,-0.001976,1.566876
1868,5.188889,0.000058,0.398548,0.007404,0.917118,2.347539,-0.001786,1.567110,0.000361,2.335950,-0.001826,1.426616,0.888112,2.420518,-0.001896,1.512611,0.903065,2.278488,-0.002579,1.463124,0.898519,2.347494,-0.001786,1.567032,0.937814,2.335960,-0.002131,1.426852,2.420231,-0.001670,1.512517,2.278715,-0.002287,1.463123,2.347544,-0.002001,1.566890
1869,5.191667,0.000027,0.398112,0.007399,0.917307,2.347467,-0.001771,1.567043,0.000343,2.336011,-0.001819,1.426538,0.903615,2.420498,-0.001883,1.512613,0.905545,2.278514,-0.002571,1.462991,0.907307,2.347422,-0.001771,1.566965,0.934373,2.335958,-0.002123,1.426833,2.420210,-0.001657,1.512525,2.278741,-0.002279,1.462857,2.347536,-0.001984,1.566891
1870,5.194444,0.000007,0.398570,0.007355,0.917108,2.347546,-0.001775,1.567114,0.000361,2.335950,-0.001834,1.426620,0.893134,2.420523,-0.001896,1.512611,0.905912,2.278490,-0.002579,1.463131,0.901726,2.347502,-0.001775,1.567036,0.936722,2.335964,-0.002140,1.426852,2.420236,-0.001668,1.512516,2.278719,-0.002284,1.463138,2.347546,-0.001991,1.566892
1871,5.197222,0.000002,0.398122,0.007329,0.917303,2.347485,-0.001770,1.567053,0.000366,2.336026,-0.001832,1.426547,0.886298,2.420515,-0.001896,1.512621,0.905182,2.278530,-0.002573,1.463002,0.898100,2.347440,-0.001771,1.566974,0.935209,2.335966,-0.002142,1.426875,2.420228,-0.001666,1.512527,2.278770,-0.002276,1.462860,2.347549,-0.001988,1.566884
1872,5.200000,0.000237,0.398382,0.006874,0.917194,2.347506,-0.001734,1.567086,0.000337,2.335968,-0.001775,1.426587,0.885445,2.420505,-0.001931,1.512612,0.899449,2.278491,-0.002460,1.463074,0.896607,2.347461,-0.001735,1.567007,0.926708,2.335962,-0.002145,1.426857,2.420227,-0.001655,1.512520,2.278691,-0.002105,1.463002,2.347545,-0.001995,1.566903
1873,5.202778,0.000004,0.398129,0.007226,0.917301,2.347475,-0.001754,1.567052,0.000347,2.336014,-0.001824,1.426547,0.889905,2.420504,-0.001898,1.512619,0.908934,2.278518,-0.002552,1.463002,0.903159,2.347430,-0.001754,1.566973,0.937998,2.335964,-0.002122,1.426867,2.420231,-0.001676,1.512523,2.278738,-0.002266,1.462862,2.347534,-0.001963,1.566890
1874,5.205556,0.000081,0.398120,0.007446,0.917303,2.347481,-0.001778,1.567052,0.000346,2.336022,-0.001808,1.426547,0.889905,2.420511,-0.001880,1.512620,0.908934,2.278526,-0.002567,1.463001,0.903159,2.347436,-0.001779,1.566974,0.937998,2.335974,-0.002125,1.426851,2.420228,-0.001645,1.512520,2.278756,-0.002264,1.462872,2.347536,-0.002001,1.566900
1875,5.208333,0.000019,0.398570,0.007349,0.917109,2.347543,-0.001763,1.567121,0.000365,2.335947,-0.001819,1.426627,0.889672,2.420520,-0.001884,1.512618,0.904779,2.278487,-0.002563,1.463138,0.899512,2.347498,-0.001763,1.567043,0.936350,2.335960,-0.002125,1.426863,2.420225,-0.001656,1.512522,2.278718,-0.002268,1.463140,2.347548,-0.001979,1.566903
1876,5.211111,0.000023,0.398100,0.007322,0.917313,2.347480,-0.001763,1.567054,0.000352,2.336028,-0.001820,1.426548,0.891474,2.420513,-0.001890,1.512625,0.903932,2.278530,-0.002561,1.463000,0.900331,2.347435,-0.001764,1.566975,0.935313,2.335976,-0.002129,1.426848,2.420217,-0.001660,1.512537,2.278761,-0.002264,1.462867,2.347552,-0.001981,1.566896
1877,5.213889,-0.000023,0.398127,0.007451,0.917300,2.347487,-0.001751,1.567056,0.000345,2.336027,-0.001808,1.426551,0.891111,2.420516,-0.001856,1.512623,0.906694,2.278532,-0.002565,1.463006,0.901714,2.347443,-0.001751,1.566977,0.938275,2.335977,-0.002110,1.426861,2.420235,-0.001632,1.512524,2.278758,-0.002276,1.462866,2.347548,-0.001962,1.566906
1878,5.216667,0.000008,0.398141,0.007345,0.917295,2.347497,-0.001748,1.567045,0.000358,2.336032,-0.001807,1.426541,0.887431,2.420524,-0.001871,1.512611,0.904671,2.278538,-0.002551,1.462998,0.897740,2.347452,-0.001748,1.566967,0.936023,2.335970,-0.002116,1.426862,2.420235,-0.001641,1.512514,2.278777,-0.002254,1.462849,2.347564,-0.001965,1.566890
1879,5.219444,-0.000008,0.398558,0.007404,0.917113,2.347544,-0.001747,1.567121,0.000355,2.335952,-0.001806,1.426627,0.887431,2.420522,-0.001860,1.512620,0.904671,2.278490,-0.002557,1.463137,0.897740,2.347499,-0.001748,1.567043,0.936023,2.335966,-0.002112,1.426859,2.420233,-0.001632,1.512520,2.278717,-0.002263,1.463135,2.347547,-0.001964,1.566913
1880,5.222222,0.000021,0.398110,0.007444,0.917307,2.347480,-0.001748,1.567054,0.000341,2.336025,-0.001794,1.426548,0.903943,2.420511,-0.001853,1.512624,0.904705,2.278528,-0.002552,1.463002,0.907171,2.347435,-0.001748,1.566976,0.935791,2.335963,-0.002101,1.426866,2.420242,-0.001625,1.512529,2.278748,-0.002258,1.462842,2.347547,-0.001963,1.566913
1881,5.225000,-0.000032,0.398528,0.007367,0.917126,2.347538,-0.001737,1.567119,0.000375,2.335955,-0.001805,1.426624,0.888636,2.420520,-0.001857,1.512623,0.908695,2.278491,-0.002551,1.463130,0.899907,2.347493,-0.001737,1.567041,0.937475,2.335967,-0.002106,1.426870,2.420221,-0.001634,1.512517,2.278734,-0.002262,1.463131,2.347538,-0.001949,1.566901
1882,5.227778,0.000028,0.398101,0.007295,0.917313,2.347476,-0.001736,1.567055,0.000358,2.336023,-0.001793,1.426549,0.888400,2.420508,-0.001866,1.512626,0.905645,2.278525,-0.002531,1.463001,0.899056,2.347431,-0.001736,1.566976,0.937069,2.335963,-0.002097,1.426870,2.420221,-0.001641,1.512529,2.278763,-0.002239,1.462855,2.347540,-0.001949,1.566898
1883,5.230556,0.000007,0.398120,0.007366,0.917304,2.347478,-0.001733,1.567049,0.000363,2.336020,-0.001790,1.426543,0.887677,2.420508,-0.001852,1.512617,0.903183,2.278524,-0.002537,1.462998,0.897917,2.347433,-0.001734,1.566970,0.935853,2.335964,-0.002100,1.426863,2.420213,-0.001622,1.512518,2.278764,-0.002239,1.462856,2.347544,-0.001951,1.566891
1884,5.233333,-0.000029,0.398090,0.007380,0.917317,2.347474,-0.001735,1.567045,0.000348,2.336025,-0.001800,1.426539,0.889003,2.420507,-0.001853,1.512618,0.904667,2.278526,-0.002548,1.462990,0.900190,2.347429,-0.001735,1.566967,0.936190,2.335978,-0.002112,1.426851,2.420221,-0.001621,1.512519,2.278750,-0.002248,1.462851,2.347537,-0.001954,1.566893
1885,5.236111,0.000021,0.398113,0.007336,0.917307,2.347472,-0.001735,1.567048,0.000362,2.336016,-0.001790,1.426543,0.889003,2.420503,-0.001858,1.512618,0.904667,2.278519,-0.002533,1.462997,0.900190,2.347427,-0.001735,1.566970,0.936190,2.335959,-0.002096,1.426874,2.420218,-0.001632,1.512513,2.278758,-0.002240,1.462850,2.347530,-0.001949,1.566890
1886,5.238889,0.000079,0.398036,0.007420,0.917340,2.347472,-0.001739,1.567049,0.000356,2.336040,-0.001771,1.426542,0.886393,2.420512,-0.001845,1.512631,0.905375,2.278537,-0.002527,1.462986,0.898596,2.347427,-0.001739,1.566971,0.937335,2.336011,-0.002084,1.426872,2.420216,-0.001613,1.512525,2.278741,-0.002227,1.462836,2.347548,-0.001958,1.566896
1887,5.241667,-0.000086,0.398104,0.007329,0.917311,2.347469,-0.001719,1.567047,0.000356,2.336016,-0.001805,1.426541,0.886058,2.420501,-0.001849,1.512618,0.902244,2.278519,-0.002544,1.462994,0.901873,2.347425,-0.001720,1.566969,0.934720,2.335962,-0.002107,1.426856,2.420222,-0.001624,1.512518,2.278756,-0.002254,1.462862,2.347521,-0.001932,1.566885
1888,5.244444,0.000116,0.398483,0.007457,0.917145,2.347537,-0.001753,1.567110,0.000375,2.335967,-0.001773,1.426614,0.902692,2.420524,-0.001851,1.512620,0.901037,2.278500,-0.002534,1.463114,0.909695,2.347492,-0.001753,1.567032,0.934727,2.336004,-0.002071,1.426862,2.420214,-0.001629,1.512512,2.278720,-0.002248,1.463120,2.347545,-0.001963,1.566886
1889,5.247222,-0.000017,0.398479,0.007360,0.917148,2.347522,-0.001735,1.567111,0.000371,2.335954,-0.001799,1.426615,0.902595,2.420510,-0.001856,1.512623,0.902118,2.278486,-0.002544,1.463114,0.905165,2.347477,-0.001735,1.567033,0.933856,2.335960,-0.002107,1.426854,2.420206,-0.001627,1.512530,2.278724,-0.002249,1.463106,2.347539,-0.001952,1.566894
1890,5.250000,0.000105,0.398073,0.007447,0.917323,2.347471,-0.001747,1.567043,0.000369,2.336027,-0.001770,1.426537,0.902595,2.420507,-0.001848,1.512619,0.902118,2.278527,-0.002530,1.462985,0.905165,2.347427,-0.001747,1.566965,0.933856,2.336002,-0.002071,1.426873,2.420206,-0.001625,1.512505,2.278747,-0.002242,1.462852,2.347533,-0.001958,1.566875
1891,5.252778,0.000005,0.398126,0.007436,0.917301,2.347469,-0.001742,1.567040,0.000349,2.336009,-0.001793,1.426535,0.887178,2.420498,-0.001848,1.512608,0.902224,2.278513,-0.002549,1.462991,0.903533,2.347424,-0.001742,1.566962,0.936970,2.335959,-0.002104,1.426850,2.420211,-0.001618,1.512513,2.278736,-0.002251,1.462847,2.347538,-0.001960,1.566886
1892,5.255556,0.000092,0.398061,0.007450,0.917329,2.347476,-0.001753,1.567046,0.000363,2.336035,-0.001779,1.426539,0.888636,2.420512,-0.001853,1.512623,0.904847,2.278534,-0.002539,1.462986,0.900239,2.347431,-0.001753,1.566967,0.935544,2.336006,-0.002075,1.426864,2.420206,-0.001634,1.512514,2.278755,-0.002256,1.462849,2.347545,-0.001960,1.566889
1893,5.258333,0.000097,0.398048,0.007284,0.917336,2.347474,-0.001751,1.567046,0.000357,2.336037,-0.001791,1.426539,0.889607,2.420512,-0.001881,1.512626,0.902917,2.278535,-0.002529,1.462984,0.904701,2.347429,-0.001751,1.566968,0.935548,2.336012,-0.002094,1.426859,2.420212,-0.001656,1.512526,2.278744,-0.002238,1.462851,2.347546,-0.001964,1.566881
1894,5.261111,0.000029,0.398100,0.007339,0.917313,2.347466,-0.001755,1.567037,0.000362,2.336014,-0.001809,1.426531,0.886968,2.420499,-0.001878,1.512608,0.902186,2.278517,-0.002552,1.462983,0.898344,2.347422,-0.001756,1.566959,0.934029,2.335961,-0.002121,1.426854,2.420197,-0.001647,1.512516,2.278745,-0.002253,1.462829,2.347548,-0.001974,1.566883
1895,5.263889,0.000058,0.398153,0.007345,0.917290,2.347489,-0.001768,1.567036,0.000365,2.336020,-0.001813,1.426532,0.885812,2.420515,-0.001888,1.512599,0.900893,2.278527,-0.002558,1.462990,0.896768,2.347444,-0.001768,1.566958,0.933608,2.335971,-0.002134,1.426853,2.420214,-0.001650,1.512500,2.278763,-0.002250,1.462850,2.347558,-0.001993,1.566877
1896,5.266667,-0.000100,0.398516,0.007347,0.917132,2.347529,-0.001753,1.567105,0.000364,2.335949,-0.001842,1.426610,0.885812,2.420512,-0.001880,1.512611,0.900893,2.278485,-0.002583,1.463114,0.896768,2.347484,-0.001754,1.567027,0.933608,2.335961,-0.002145,1.426844,2.420216,-0.001654,1.512509,2.278722,-0.002291,1.463114,2.347531,-0.001968,1.566895
1897,5.269444,-0.000085,0.398483,0.007216,0.917148,2.347533,-0.001747,1.567103,0.000375,2.335964,-0.001843,1.426607,0.904037,2.420521,-0.001897,1.512614,0.903518,2.278497,-0.002567,1.463107,0.905932,2.347489,-0.001748,1.567025,0.935923,2.335975,-0.002145,1.426857,2.420225,-0.001672,1.512508,2.278737,-0.002277,1.463104,2.347533,-0.001961,1.566883
1898,5.272222,0.000044,0.398495,0.007373,0.917141,2.347536,-0.001770,1.567117,0.000364,2.335963,-0.001818,1.426621,0.901884,2.420522,-0.001887,1.512625,0.903529,2.278497,-0.002566,1.463122,0.905786,2.347492,-0.001771,1.567039,0.935056,2.335976,-0.002128,1.426850,2.420222,-0.001656,1.512530,2.278730,-0.002268,1.463125,2.347545,-0.001990,1.566902
1899,5.275000,-0.000001,0.398094,0.007262,0.917316,2.347481,-0.001765,1.567044,0.000352,2.336030,-0.001833,1.426538,0.888843,2.420514,-0.001903,1.512616,0.903484,2.278532,-0.002566,1.462989,0.900444,2.347436,-0.001765,1.566966,0.935383,2.335986,-0.002144,1.426853,2.420219,-0.001673,1.512520,2.278754,-0.002268,1.462845,2.347553,-0.001983,1.566891
1900,5.277778,-0.000013,0.398094,0.007276,0.917316,2.347481,-0.001766,1.567040,0.000364,2.336031,-0.001836,1.426534,0.889592,2.420514,-0.001902,1.512613,0.902401,2.278533,-0.002570,1.462986,0.899483,2.347436,-0.001766,1.566962,0.937265,2.335982,-0.002139,1.426852,2.420213,-0.001677,1.512508,2.278774,-0.002279,1.462847,2.347547,-0.001979,1.566887
1901,5.280556,0.000009,0.398560,0.007343,0.917113,2.347536,-0.001763,1.567110,0.000362,2.335943,-0.001822,1.426616,0.901825,2.420514,-0.001886,1.512609,0.903503,2.278482,-0.002566,1.463126,0.907433,2.347491,-0.001763,1.567032,0.933495,2.335964,-0.002132,1.426857,2.420220,-0.001655,1.512512,2.278702,-0.002268,1.463125,2.347544,-0.001982,1.566890
1902,5.283333,-0.000080,0.398092,0.007310,0.917317,2.347485,-0.001748,1.567050,0.000362,2.336035,-0.001834,1.426544,0.901825,2.420518,-0.001881,1.512623,0.903503,2.278537,-0.002571,1.462995,0.907433,2.347440,-0.001749,1.566972,0.933495,2.335983,-0.002132,1.426861,2.420228,-0.001660,1.512530,2.278771,-0.002285,1.462861,2.347548,-0.001958,1.566881
1903,5.286111,0.000021,0.398159,0.007351,0.917287,2.347498,-0.001770,1.567037,0.000343,2.336028,-0.001825,1.426533,0.890353,2.420524,-0.001891,1.512600,0.905947,2.278535,-0.002569,1.462993,0.901684,2.347454,-0.001770,1.566959,0.936886,2.335979,-0.002127,1.426836,2.420236,-0.001667,1.512500,2.278764,-0.002280,1.462854,2.347562,-0.001982,1.566896
1904,5.288889,-0.000033,0.398569,0.007384,0.917109,2.347558,-0.001764,1.567116,0.000367,2.335962,-0.001831,1.426622,0.892365,2.420535,-0.001882,1.512613,0.905551,2.278502,-0.002579,1.463133,0.901339,2.347513,-0.001765,1.567038,0.938415,2.335970,-0.002135,1.426864,2.420241,-0.001656,1.512511,2.278739,-0.002287,1.463127,2.347560,-0.001979,1.566903
1905,5.291667,-0.000036,0.398088,0.007299,0.917318,2.347483,-0.001750,1.567045,0.000347,2.336035,-0.001824,1.426538,0.888991,2.420516,-0.001882,1.512618,0.906638,2.278536,-0.002561,1.462989,0.898546,2.347438,-0.001750,1.566966,0.937400,2.335970,-0.002130,1.426854,2.420236,-0.001655,1.512523,2.278770,-0.002267,1.462836,2.347549,-0.001965,1.566900
1906,5.294444,0.000214,0.398363,0.006767,0.917203,2.347511,-0.001713,1.567086,0.000329,2.335978,-0.001769,1.426587,0.889522,2.420512,-0.001929,1.512616,0.901660,2.278500,-0.002440,1.463072,0.901145,2.347466,-0.001713,1.567008,0.927830,2.335977,-0.002125,1.426849,2.420233,-0.001664,1.512534,2.278686,-0.002098,1.462999,2.347560,-0.001964,1.566901
1907,5.297222,-0.000018,0.398514,0.007295,0.917133,2.347539,-0.001750,1.567113,0.000367,2.335960,-0.001821,1.426618,0.889522,2.420522,-0.001883,1.512619,0.901660,2.278495,-0.002558,1.463122,0.901145,2.347494,-0.001751,1.567035,0.927830,2.335964,-0.002133,1.426863,2.420237,-0.001651,1.512529,2.278725,-0.002258,1.463116,2.347545,-0.001971,1.566885
1908,5.300000,0.000004,0.398537,0.007359,0.917123,2.347550,-0.001754,1.567113,0.000361,2.335964,-0.001813,1.426618,0.900757,2.420530,-0.001875,1.512615,0.905390,2.278501,-0.002559,1.463125,0.905508,2.347505,-0.001755,1.567034,0.932190,2.335979,-0.002120,1.426853,2.420241,-0.001646,1.512519,2.278727,-0.002264,1.463126,2.347554,-0.001971,1.566893
1909,5.302778,-0.000007,0.398090,0.007390,0.917317,2.347473,-0.001749,1.567054,0.000346,2.336024,-0.001808,1.426547,0.903274,2.420507,-0.001865,1.512627,0.904772,2.278526,-0.002557,1.462998,0.907049,2.347429,-0.001750,1.566975,0.934193,2.335974,-0.002114,1.426854,2.420219,-0.001637,1.512524,2.278757,-0.002263,1.462859,2.347535,-0.001965,1.566911
1910,5.305556,0.000022,0.398479,0.007393,0.917148,2.347526,-0.001749,1.567113,0.000365,2.335958,-0.001800,1.426617,0.900419,2.420513,-0.001862,1.512625,0.902564,2.278490,-0.002550,1.463117,0.904261,2.347481,-0.001749,1.567035,0.932659,2.335968,-0.002118,1.426857,2.420219,-0.001626,1.512529,2.278721,-0.002245,1.463111,2.347535,-0.001973,1.566896
1911,5.308333,-0.000010,0.398137,0.007295,0.917297,2.347475,-0.001740,1.567052,0.000347,2.336012,-0.001808,1.426548,0.888801,2.420503,-0.001872,1.512618,0.904617,2.278517,-0.002545,1.463004,0.899605,2.347430,-0.001740,1.566974,0.934906,2.335963,-0.002126,1.426855,2.420218,-0.001636,1.512525,2.278740,-0.002240,1.462869,2.347539,-0.001963,1.566896
1912,5.311111,0.000012,0.398534,0.007346,0.917124,2.347535,-0.001743,1.567106,0.000353,2.335949,-0.001801,1.426611,0.901396,2.420516,-0.001865,1.512608,0.902583,2.278486,-0.002545,1.463117,0.905243,2.347490,-0.001743,1.567028,0.935246,2.335963,-0.002117,1.426846,2.420223,-0.001630,1.512504,2.278712,-0.002241,1.463107,2.347541,-0.001966,1.566907
1913,5.313889,-0.000004,0.398127,0.007306,0.917301,2.347475,-0.001738,1.567040,0.000350,2.336015,-0.001803,1.426535,0.901396,2.420504,-0.001868,1.512607,0.902583,2.278519,-0.002542,1.462990,0.905243,2.347430,-0.001738,1.566962,0.935246,2.335957,-0.002113,1.426847,2.420223,-0.001639,1.512521,2.278745,-0.002245,1.462850,2.347543,-0.001955,1.566876
1914,5.316667,0.000101,0.398523,0.007352,0.917129,2.347529,-0.001758,1.567111,0.000354,2.335947,-0.001792,1.426615,0.889184,2.420511,-0.001876,1.512615,0.906813,2.278483,-0.002539,1.463120,0.900274,2.347484,-0.001759,1.567032,0.935279,2.335969,-0.002098,1.426848,2.420217,-0.001649,1.512519,2.278699,-0.002245,1.463117,2.347541,-0.001974,1.566900
1915,5.319444,0.000014,0.398103,0.007304,0.917312,2.347471,-0.001735,1.567041,0.000349,2.336019,-0.001796,1.426536,0.903836,2.420504,-0.001865,1.512613,0.903981,2.278521,-0.002534,1.462988,0.908867,2.347427,-0.001735,1.566963,0.935189,2.335954,-0.002107,1.426849,2.420218,-0.001634,1.512529,2.278750,-0.002235,1.462837,2.347547,-0.001954,1.566886
1916,5.322222,-0.000059,0.398481,0.007272,0.917148,2.347525,-0.001735,1.567105,0.000380,2.335956,-0.001819,1.426609,0.903050,2.420512,-0.001874,1.512617,0.901882,2.278489,-0.002551,1.463109,0.905281,2.347480,-0.001735,1.567027,0.934551,2.335964,-0.002119,1.426854,2.420205,-0.001650,1.512518,2.278733,-0.002262,1.463105,2.347535,-0.001948,1.566884
1917,5.325000,-0.000014,0.398108,0.007349,0.917309,2.347475,-0.001741,1.567042,0.000349,2.336020,-0.001805,1.426536,0.887984,2.420506,-0.001863,1.512612,0.906531,2.278523,-0.002549,1.462989,0.900238,2.347430,-0.001741,1.566964,0.935680,2.335965,-0.002113,1.426857,2.420225,-0.001635,1.512521,2.278744,-0.002253,1.462837,2.347547,-0.001957,1.566886
1918,5.327778,0.000018,0.398115,0.007411,0.917306,2.347476,-0.001743,1.567038,0.000351,2.336020,-0.001792,1.426532,0.886629,2.420507,-0.001853,1.512607,0.904322,2.278523,-0.002545,1.462986,0.896601,2.347431,-0.001743,1.566960,0.934266,2.335957,-0.002113,1.426847,2.420221,-0.001616,1.512516,2.278756,-0.002238,1.462837,2.347546,-0.001968,1.566885
1919,5.330556,0.000019,0.398512,0.007384,0.917133,2.347531,-0.001746,1.567104,0.000380,2.335953,-0.001799,1.426608,0.886629,2.420515,-0.001862,1.512609,0.904322,2.278488,-0.002549,1.463112,0.896601,2.347486,-0.001747,1.567025,0.934266,2.335963,-0.002107,1.426853,2.420222,-0.001633,1.512509,2.278733,-0.002252,1.463123,2.347524,-0.001964,1.566870
1920,5.333333,0.000052,0.398027,0.007430,0.917343,2.347477,-0.001741,1.567041,0.000351,2.336047,-0.001780,1.426534,0.901595,2.420518,-0.001846,1.512624,0.903804,2.278544,-0.002536,1.462977,0.903928,2.347432,-0.001741,1.566963,0.932528,2.336008,-0.002079,1.426860,2.420236,-0.001624,1.512519,2.278760,-0.002249,1.462835,2.347537,-0.001951,1.566884
1921,5.336111,0.000030,0.398110,0.007308,0.917308,2.347482,-0.001736,1.567042,0.000345,2.336027,-0.001793,1.426537,0.890524,2.420513,-0.001865,1.512612,0.906149,2.278530,-0.002532,1.462990,0.900571,2.347437,-0.001737,1.566964,0.936589,2.335971,-0.002099,1.426845,2.420229,-0.001637,1.512521,2.278756,-0.002238,1.462846,2.347551,-0.001952,1.566892
