,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Ragnetto,Ragnetto,Ragnetto,Ragnetto,Ragnetto,Ragnetto,Ragnetto,Ragnetto,"Ragnetto:Marker1","Ragnetto:Marker1","Ragnetto:Marker1","Ragnetto:Marker1","Ragnetto:Marker2","Ragnetto:Marker2","Ragnetto:Marker2","Ragnetto:Marker2","Ragnetto:Marker3","Ragnetto:Marker3","Ragnetto:Marker3","Ragnetto:Marker3","Ragnetto:Marker4","Ragnetto:Marker4","Ragnetto:Marker4","Ragnetto:Marker4",Ragnetto:Marker1,Ragnetto:Marker1,Ragnetto:Marker1,Ragnetto:Marker2,Ragnetto:Marker2,Ragnetto:Marker2,Ragnetto:Marker3,Ragnetto:Marker3,Ragnetto:Marker3,Ragnetto:Marker4,Ragnetto:Marker4,Ragnetto:Marker4
,ID,"54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","C6800","C6800","C6800","A15FD681EC4711EE5F75BB645DD45CA7","A15FD681EC4711EE5F75BB645DD45CA7","A15FD681EC4711EE5F75BB645DD45CA7","C65B0","C65B0","C65B0","C68C0","C68C0","C68C0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
775,2.152778,-0.143552,-0.150196,-0.000313,0.978179,-0.048286,0.174174,-0.744649,0.000821,0.072851,0.148194,-0.811908,0.802395,0.032486,0.181158,-0.703137,0.834077,0.014959,0.140823,-0.846970,0.871152,-0.048236,0.174150,-0.744720,0.809627,0.072345,0.147871,-0.811394,0.032288,0.181373,-0.703733,0.015013,0.141326,-0.846873,-0.047584,0.173756,-0.744735
776,2.155556,-0.138136,-0.159943,-0.006002,0.977395,-0.043019,0.173857,-0.744985,0.001346,0.079330,0.147860,-0.810008,0.827643,0.036909,0.179791,-0.701713,0.000001,0.022138,0.141306,-0.846360,0.866049,-0.042967,0.173834,-0.745055,0.951777,0.078643,0.147876,-0.810071,0.034067,0.183127,-0.700732,0.022672,0.141259,-0.846373,-0.042786,0.173832,-0.744989
777,2.158333,-0.135746,-0.171044,-0.010009,0.975816,-0.037543,0.174204,-0.745781,0.001411,0.086186,0.148055,-0.808072,0.827643,0.041375,0.179580,-0.700624,0.000001,0.029834,0.141928,-0.845783,0.866049,-0.037490,0.174181,-0.745850,0.951777,0.085474,0.148176,-0.807784,0.038683,0.183163,-0.699338,0.030031,0.141862,-0.845938,-0.036948,0.174091,-0.745996
778,2.161111,-0.141953,-0.180190,-0.004306,0.973326,-0.031678,0.174476,-0.746911,0.000630,0.093388,0.148840,-0.806698,0.805522,0.046391,0.181434,-0.700510,0.000001,0.037762,0.141503,-0.845262,0.935259,-0.031623,0.174453,-0.746979,0.857798,0.092709,0.148496,-0.806284,0.046285,0.181793,-0.700499,0.038202,0.141761,-0.846111,-0.031262,0.174191,-0.746610
779,2.163889,-0.147472,-0.185155,0.003124,0.971576,-0.026364,0.173326,-0.745896,0.000919,0.099532,0.148604,-0.804309,0.783362,0.051216,0.182014,-0.698970,0.906210,0.044332,0.139958,-0.843213,0.752457,-0.026308,0.173302,-0.745963,0.855359,0.099175,0.148706,-0.804475,0.050919,0.181834,-0.699317,0.044303,0.140078,-0.842388,-0.025625,0.173263,-0.746262
780,2.166667,-0.147183,-0.193169,-0.001898,0.970061,-0.020337,0.173661,-0.746001,0.000948,0.106386,0.148136,-0.802241,0.866082,0.056465,0.181691,-0.697699,0.853440,0.051818,0.139970,-0.842128,0.903039,-0.020280,0.173637,-0.746067,0.748450,0.105962,0.148190,-0.801918,0.056164,0.181625,-0.698198,0.051646,0.140141,-0.841826,-0.019299,0.173463,-0.746206
781,2.169444,-0.144834,-0.201718,0.004252,0.968667,-0.014189,0.172423,-0.745937,0.000764,0.113757,0.148949,-0.800268,0.841053,0.061732,0.181540,-0.696449,0.875808,0.059938,0.140021,-0.841000,0.947893,-0.014131,0.172400,-0.746002,0.834095,0.113187,0.149103,-0.800030,0.061533,0.181392,-0.696880,0.060043,0.140017,-0.840820,-0.013468,0.172399,-0.745990
782,2.172222,-0.143937,-0.212860,0.003847,0.966415,-0.008158,0.172266,-0.745976,0.000597,0.121049,0.149227,-0.797432,0.841053,0.066599,0.181529,-0.694773,0.875808,0.068190,0.140203,-0.839382,0.947893,-0.008099,0.172244,-0.746039,0.834095,0.120506,0.149015,-0.797225,0.066474,0.181621,-0.695281,0.068631,0.140435,-0.839491,-0.007871,0.172132,-0.745629
783,2.175000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,2.177778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,2.180556,-0.143050,-0.235249,0.007964,0.961317,0.012054,0.171423,-0.744734,0.000561,0.143738,0.150253,-0.790386,0.874436,0.084327,0.181846,-0.690290,0.829838,0.092927,0.140403,-0.834618,0.876429,0.012117,0.171402,-0.744795,0.847599,0.143397,0.149886,-0.790343,0.083997,0.182005,-0.690864,0.093195,0.140802,-0.834503,0.012519,0.171211,-0.744378
786,2.183333,-0.141811,-0.244593,0.004259,0.959190,0.019408,0.171502,-0.744321,0.000568,0.151898,0.149988,-0.787409,0.818236,0.090616,0.181447,-0.688404,0.899848,0.101945,0.140496,-0.832685,0.904060,0.019472,0.171481,-0.744381,0.812823,0.151200,0.149877,-0.787236,0.090332,0.181552,-0.688667,0.102247,0.140616,-0.832888,0.020151,0.171365,-0.744088
787,2.186111,-0.143825,-0.251171,0.007659,0.957167,0.026915,0.171183,-0.743556,0.000358,0.160096,0.150399,-0.784834,0.908606,0.097333,0.181994,-0.686806,0.839311,0.110793,0.140263,-0.830679,0.972541,0.026979,0.171162,-0.743615,0.854209,0.160336,0.150270,-0.785078,0.096701,0.182043,-0.686911,0.110825,0.140275,-0.830783,0.027339,0.171231,-0.743161
788,2.188889,-0.143856,-0.258646,0.007472,0.955171,0.033908,0.171062,-0.742811,0.000582,0.167745,0.150502,-0.782028,0.908606,0.103426,0.182024,-0.684990,0.839311,0.119171,0.140258,-0.828621,0.972541,0.033974,0.171040,-0.742868,0.854209,0.167432,0.150116,-0.781796,0.103342,0.182219,-0.685577,0.119219,0.140753,-0.828468,0.034323,0.170737,-0.742666
789,2.191667,-0.143147,-0.267145,0.007483,0.952936,0.041952,0.171077,-0.742217,0.000279,0.176508,0.150934,-0.779119,0.862834,0.110423,0.182189,-0.683188,0.843843,0.128780,0.140592,-0.826557,0.870128,0.042018,0.171056,-0.742273,0.873681,0.176145,0.151024,-0.779064,0.110339,0.182175,-0.683132,0.128861,0.140509,-0.826665,0.042385,0.171063,-0.742275
790,2.194444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,2.197222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,2.200000,-0.143929,-0.294031,0.010024,0.944844,0.066536,0.170672,-0.739689,0.000457,0.203148,0.152032,-0.769059,0.898573,0.131526,0.182891,-0.677054,0.885609,0.158223,0.140890,-0.818988,0.910104,0.066606,0.170652,-0.739742,0.845695,0.202913,0.151706,-0.769113,0.131205,0.183090,-0.677311,0.158241,0.141234,-0.818885,0.067145,0.170434,-0.739533
793,2.202778,-0.143741,-0.301926,0.011513,0.942362,0.075021,0.170398,-0.738174,0.000755,0.212180,0.152446,-0.765341,0.916482,0.138939,0.183023,-0.674524,0.883745,0.168116,0.141016,-0.815967,0.825071,0.075092,0.170378,-0.738225,0.852467,0.211929,0.152237,-0.765411,0.138825,0.183061,-0.674973,0.167930,0.141389,-0.815406,0.075645,0.170175,-0.738268
794,2.205556,-0.142737,-0.313001,0.014385,0.938855,0.083466,0.169763,-0.737212,0.000816,0.221354,0.153073,-0.761324,0.916482,0.145839,0.183013,-0.672172,0.883745,0.178529,0.141209,-0.812905,0.825071,0.083538,0.169744,-0.737262,0.852467,0.221256,0.152861,-0.761792,0.144990,0.183045,-0.672553,0.178635,0.141369,-0.812621,0.084436,0.169768,-0.736645
795,2.208333,-0.142372,-0.319386,0.015286,0.936744,0.092339,0.169933,-0.735558,0.000225,0.230593,0.153760,-0.757865,0.869221,0.153808,0.183437,-0.669715,0.767301,0.188490,0.141719,-0.809996,0.914187,0.092412,0.169913,-0.735608,0.727516,0.230493,0.153577,-0.757718,0.153617,0.183571,-0.669909,0.188462,0.141895,-0.810170,0.092731,0.169787,-0.735386
796,2.211111,-0.143412,-0.331719,0.014488,0.932301,0.101078,0.170040,-0.734730,0.000610,0.239892,0.154025,-0.753368,0.874433,0.160781,0.183789,-0.667330,0.841048,0.199187,0.141801,-0.806557,0.890074,0.101152,0.170020,-0.734777,0.735771,0.239633,0.153598,-0.753416,0.160269,0.184165,-0.667356,0.199119,0.142188,-0.806754,0.102092,0.169644,-0.734473
797,2.213889,-0.139324,-0.340310,0.014639,0.929819,0.110448,0.169639,-0.733054,0.000463,0.249654,0.154517,-0.749368,0.868832,0.168886,0.183235,-0.664523,0.866272,0.209955,0.142448,-0.803346,0.932247,0.110524,0.169620,-0.733100,0.859931,0.249316,0.154718,-0.749716,0.168607,0.183176,-0.664070,0.210038,0.142191,-0.803322,0.111056,0.169734,-0.733230
798,2.216667,-0.140221,-0.352416,0.015357,0.925152,0.119959,0.169557,-0.731547,0.000514,0.259598,0.154980,-0.744258,0.828462,0.176571,0.183612,-0.661592,0.888368,0.221340,0.142578,-0.799193,0.944831,0.120035,0.169539,-0.731591,0.853054,0.258999,0.154957,-0.744593,0.176376,0.183716,-0.661203,0.221555,0.142554,-0.799151,0.120612,0.169482,-0.731686
799,2.219444,-0.138910,-0.362387,0.014409,0.921505,0.129237,0.169758,-0.729754,0.000406,0.269145,0.155499,-0.739530,0.828462,0.184321,0.183761,-0.658579,0.888368,0.232089,0.143150,-0.795294,0.944831,0.129315,0.169740,-0.729797,0.853054,0.269171,0.155863,-0.739864,0.184042,0.183615,-0.657931,0.232034,0.142704,-0.795347,0.129623,0.169967,-0.730057
800,2.222222,-0.144865,-0.373237,0.019212,0.916154,0.138998,0.169540,-0.728515,0.001053,0.279195,0.156233,-0.734894,0.876223,0.192340,0.185081,-0.656339,0.819883,0.243512,0.142727,-0.791282,0.887017,0.139077,0.169522,-0.728556,0.884326,0.278929,0.156232,-0.735001,0.189805,0.183647,-0.654105,0.243576,0.142761,-0.791173,0.139305,0.169504,-0.728580
801,2.225000,-0.155732,-0.383594,0.028897,0.909818,0.148803,0.169619,-0.727143,0.000905,0.289261,0.157985,-0.730173,0.928182,0.200381,0.187908,-0.654332,0.082268,0.254971,0.142412,-0.786892,0.967298,0.148882,0.169601,-0.727181,0.942303,0.288954,0.157650,-0.730066,0.200843,0.187919,-0.655634,0.254992,0.142920,-0.786322,0.148817,0.169420,-0.726872
802,2.227778,-0.154240,-0.395576,0.028476,0.904941,0.158926,0.169986,-0.725494,0.000854,0.299466,0.158973,-0.724954,0.886806,0.208543,0.188335,-0.651348,0.764124,0.266708,0.143379,-0.782565,0.808223,0.159007,0.169969,-0.725531,0.900045,0.299218,0.158816,-0.724610,0.208953,0.188276,-0.652196,0.266239,0.143811,-0.782140,0.159339,0.169748,-0.725503
803,2.230556,-0.153811,-0.407987,0.031022,0.899403,0.168764,0.169495,-0.723195,0.000420,0.309336,0.159765,-0.718973,0.914049,0.216265,0.188453,-0.647827,0.864486,0.278231,0.143751,-0.777380,0.837023,0.168845,0.169478,-0.723229,0.932101,0.309173,0.159487,-0.719090,0.216574,0.188482,-0.648271,0.278309,0.144146,-0.776867,0.168621,0.169333,-0.723179
804,2.233333,-0.155875,-0.420132,0.032882,0.893371,0.179074,0.169691,-0.721353,0.000413,0.319539,0.160810,-0.713372,0.967522,0.224464,0.189397,-0.644884,0.855480,0.290075,0.144249,-0.772473,0.873578,0.179156,0.169674,-0.721385,0.952127,0.319609,0.160733,-0.713295,0.224772,0.189294,-0.645362,0.289881,0.144482,-0.772069,0.178972,0.169620,-0.721388
805,2.236111,-0.157767,-0.433212,0.034281,0.886714,0.189289,0.170283,-0.719620,0.000777,0.329514,0.162221,-0.707569,0.967522,0.232364,0.190674,-0.641999,0.855480,0.301845,0.145162,-0.767391,0.873578,0.189373,0.170266,-0.719649,0.952127,0.329074,0.162136,-0.707413,0.233117,0.190585,-0.642511,0.301531,0.145526,-0.766832,0.189410,0.170072,-0.719877
806,2.238889,-0.154839,-0.445266,0.037915,0.881093,0.199709,0.169971,-0.716769,0.000255,0.339684,0.163740,-0.701237,0.881450,0.240565,0.190829,-0.638081,0.771314,0.313740,0.146393,-0.761746,0.815621,0.199793,0.169955,-0.716797,0.924626,0.339550,0.163439,-0.701236,0.240622,0.190992,-0.638291,0.313700,0.146730,-0.761635,0.199910,0.169756,-0.716699
807,2.241667,-0.157438,-0.460124,0.038405,0.872940,0.210399,0.170418,-0.714752,0.000525,0.349797,0.164829,-0.694503,0.917785,0.248520,0.191934,-0.634877,0.932096,0.325959,0.146998,-0.755733,0.910765,0.210485,0.170403,-0.714777,0.937303,0.349431,0.164584,-0.694426,0.249109,0.192127,-0.634809,0.325830,0.147383,-0.755460,0.210391,0.170070,-0.715195
808,2.244444,-0.155453,-0.471187,0.040867,0.867264,0.220690,0.170587,-0.711571,0.000321,0.359620,0.166389,-0.688037,0.880002,0.256697,0.192454,-0.630815,0.925307,0.337414,0.148343,-0.749815,0.932289,0.220776,0.170573,-0.711593,0.935637,0.359297,0.166214,-0.688346,0.256702,0.192609,-0.630560,0.337550,0.148490,-0.749633,0.220959,0.170445,-0.711722
809,2.247222,-0.155318,-0.484936,0.042949,0.859575,0.231691,0.170566,-0.708738,0.000640,0.369871,0.167643,-0.680976,0.854928,0.265033,0.192976,-0.626993,0.838876,0.349712,0.149228,-0.743345,0.827937,0.231778,0.170552,-0.708758,0.813573,0.369877,0.167791,-0.681537,0.265043,0.192928,-0.626351,0.349364,0.149132,-0.742759,0.232110,0.170547,-0.709426
810,2.250000,-0.157619,-0.497714,0.046132,0.851651,0.242310,0.170854,-0.705680,0.000294,0.379649,0.169268,-0.673923,0.926282,0.273102,0.194208,-0.623202,0.919307,0.361444,0.150176,-0.736687,0.923440,0.242398,0.170841,-0.705697,0.953009,0.379457,0.169045,-0.673908,0.273275,0.194293,-0.623460,0.361414,0.150453,-0.736561,0.242446,0.170702,-0.705580
811,2.252778,-0.154697,-0.510961,0.047594,0.844229,0.253160,0.171271,-0.702502,0.000370,0.389522,0.171008,-0.666748,0.926282,0.281287,0.194727,-0.619107,0.919307,0.373355,0.151891,-0.730060,0.923440,0.253248,0.171258,-0.702517,0.953009,0.389467,0.170818,-0.667152,0.281082,0.194847,-0.618932,0.373281,0.152050,-0.729784,0.253583,0.171169,-0.702563
812,2.255556,-0.151491,-0.523382,0.051290,0.836954,0.264174,0.171431,-0.698795,0.000345,0.399513,0.173056,-0.659378,0.887412,0.289711,0.195217,-0.614663,0.926269,0.385329,0.153762,-0.723110,0.918000,0.264263,0.171420,-0.698807,0.912548,0.399697,0.172721,-0.659623,0.289298,0.195506,-0.614422,0.385392,0.153987,-0.723127,0.264430,0.171241,-0.698787
813,2.258333,-0.154916,-0.536962,0.052946,0.827569,0.275476,0.172182,-0.695504,0.000360,0.409458,0.174752,-0.651740,0.944741,0.298174,0.196823,-0.610805,0.963442,0.397427,0.154832,-0.715723,0.885145,0.275565,0.172171,-0.695513,0.867889,0.409370,0.174568,-0.651826,0.298155,0.196961,-0.610760,0.397041,0.155058,-0.715617,0.276058,0.171991,-0.695578
814,2.261111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,2.263889,-0.149559,-0.564654,0.057757,0.809606,0.298065,0.173153,-0.687399,0.000805,0.428921,0.178878,-0.635275,0.866029,0.314777,0.198180,-0.601430,0.815424,0.421432,0.158791,-0.699895,0.813809,0.298154,0.173144,-0.687402,0.710143,0.428959,0.179009,-0.635793,0.314576,0.198175,-0.600720,0.420867,0.158685,-0.699422,0.299010,0.173121,-0.688184
816,2.266667,-0.149122,-0.577997,0.065492,0.799620,0.309536,0.172724,-0.682945,0.000200,0.438612,0.181322,-0.626922,0.866029,0.323156,0.198843,-0.596757,0.815424,0.433467,0.160508,-0.691541,0.813809,0.309626,0.172717,-0.682946,0.710143,0.438471,0.181136,-0.626891,0.323339,0.199013,-0.596662,0.433370,0.160722,-0.691514,0.309680,0.172519,-0.683100
817,2.269444,-0.148289,-0.590892,0.068477,0.790043,0.320764,0.173359,-0.678386,0.000457,0.447959,0.183537,-0.618460,0.941114,0.331449,0.199893,-0.591910,0.933003,0.445025,0.162466,-0.683134,0.940861,0.320854,0.173353,-0.678384,0.935769,0.447651,0.183172,-0.618555,0.331694,0.200103,-0.592029,0.444792,0.162870,-0.682995,0.321149,0.173104,-0.678310
818,2.272222,-0.147341,-0.603709,0.077315,0.779646,0.332235,0.173155,-0.673150,0.000371,0.457351,0.186530,-0.609587,0.878381,0.339793,0.200763,-0.586681,0.913923,0.456776,0.164760,-0.674093,0.878443,0.332325,0.173151,-0.673145,0.901874,0.457540,0.186450,-0.609967,0.339572,0.200643,-0.586960,0.456858,0.164814,-0.673753,0.332275,0.173299,-0.672828
819,2.275000,-0.143794,-0.619295,0.078364,0.767890,0.344045,0.173841,-0.668572,0.000376,0.466506,0.188530,-0.600303,0.887232,0.348004,0.201241,-0.581798,0.931629,0.468629,0.166977,-0.664850,0.876704,0.344135,0.173838,-0.668563,0.917073,0.466825,0.188594,-0.600617,0.347760,0.201140,-0.581724,0.468240,0.166923,-0.664551,0.344448,0.173929,-0.668623
820,2.277778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,2.280556,-0.131411,-0.649452,0.083591,0.744283,0.367716,0.174987,-0.658264,0.000176,0.484344,0.193190,-0.581195,0.935312,0.364437,0.201488,-0.571182,0.957016,0.491876,0.172486,-0.645615,0.922326,0.367805,0.174987,-0.658249,0.948948,0.484372,0.193303,-0.581426,0.364527,0.201369,-0.571097,0.491859,0.172400,-0.645317,0.367704,0.175078,-0.658401
822,2.283333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,2.286111,-0.128710,-0.678903,0.086522,0.717662,0.391320,0.177071,-0.647015,0.000361,0.501268,0.197701,-0.561230,0.935312,0.380803,0.203595,-0.560516,0.957016,0.514160,0.177082,-0.624823,0.922326,0.391408,0.177073,-0.646994,0.948948,0.501210,0.197518,-0.561267,0.381107,0.203694,-0.560564,0.513754,0.177310,-0.624694,0.391568,0.176929,-0.647038
824,2.288889,-0.123906,-0.695944,0.093360,0.701137,0.403740,0.176875,-0.640984,0.000286,0.509261,0.200372,-0.550506,0.951350,0.388778,0.203417,-0.555148,0.919290,0.525440,0.179863,-0.613378,0.879328,0.403827,0.176879,-0.640959,0.945053,0.509361,0.199859,-0.550547,0.388781,0.203673,-0.555523,0.525358,0.180357,-0.613333,0.403806,0.176641,-0.640590
825,2.291667,-0.121399,-0.709351,0.096326,0.687608,0.415813,0.177832,-0.633862,0.000300,0.517642,0.202864,-0.539642,0.899691,0.397378,0.204274,-0.548673,0.944116,0.536375,0.182499,-0.601849,0.902736,0.415898,0.177838,-0.633834,0.925410,0.517633,0.202509,-0.539830,0.397414,0.204456,-0.548799,0.536194,0.182825,-0.601740,0.416053,0.177684,-0.633630
826,2.294444,-0.115897,-0.726805,0.097833,0.669889,0.428329,0.178609,-0.627299,0.000433,0.525094,0.204947,-0.528225,0.865747,0.405391,0.204307,-0.542980,0.919868,0.547127,0.185217,-0.589548,0.897860,0.428413,0.178615,-0.627267,0.876919,0.525022,0.204507,-0.528524,0.405413,0.204491,-0.543242,0.547015,0.185593,-0.589436,0.428576,0.178495,-0.626818
827,2.297222,-0.111329,-0.742932,0.100731,0.652312,0.440793,0.179523,-0.620053,0.000663,0.532461,0.207429,-0.516655,0.865747,0.413585,0.204694,-0.536853,0.919868,0.557612,0.188177,-0.576922,0.897860,0.440875,0.179531,-0.620017,0.876919,0.532737,0.207090,-0.517019,0.413718,0.204728,-0.537281,0.557114,0.188509,-0.576581,0.440964,0.179505,-0.619565
828,2.300000,-0.106931,-0.760195,0.101991,0.632667,0.453566,0.180527,-0.612633,0.000498,0.539436,0.209539,-0.504662,0.857692,0.421791,0.204982,-0.530850,0.887607,0.567904,0.190892,-0.563630,0.827900,0.453646,0.180536,-0.612593,0.884715,0.539425,0.209322,-0.504841,0.421982,0.205054,-0.531004,0.567468,0.191073,-0.563599,0.453903,0.180499,-0.612291
829,2.302778,-0.103849,-0.777301,0.103143,0.611866,0.466243,0.181712,-0.605037,0.000662,0.545924,0.211756,-0.492692,0.929732,0.429887,0.205592,-0.525011,0.936155,0.577700,0.193602,-0.550103,0.881604,0.466320,0.181722,-0.604993,0.900698,0.545773,0.211314,-0.492964,0.430336,0.205769,-0.525303,0.577375,0.193996,-0.549994,0.466347,0.181593,-0.604538
830,2.305556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,2.308333,-0.093832,-0.810052,0.107619,0.568708,0.492359,0.183497,-0.588748,0.000675,0.558767,0.215870,-0.468685,0.915056,0.447025,0.205632,-0.512912,0.774859,0.596987,0.199176,-0.522498,0.889697,0.492431,0.183510,-0.588695,0.822863,0.558804,0.215546,-0.468781,0.447648,0.205673,-0.513561,0.596692,0.199489,-0.522403,0.492093,0.183482,-0.588073
832,2.311111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,2.313889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,2.316667,-0.082974,-0.853202,0.115088,0.501913,0.530789,0.186309,-0.561858,0.000386,0.576391,0.221784,-0.433270,0.915056,0.473364,0.206157,-0.494001,0.774859,0.623160,0.207009,-0.480489,0.889697,0.530852,0.186325,-0.561795,0.822863,0.576178,0.221529,-0.433595,0.473364,0.206315,-0.493884,0.623042,0.207124,-0.480657,0.531183,0.186307,-0.561420
835,2.319444,-0.080858,-0.865903,0.117223,0.479513,0.543626,0.187153,-0.552366,0.000488,0.582261,0.223477,-0.421748,0.883851,0.482619,0.206384,-0.487523,0.950923,0.631526,0.209221,-0.466526,0.941160,0.543685,0.187171,-0.552300,0.874677,0.582000,0.223124,-0.421977,0.482856,0.206589,-0.487563,0.631409,0.209433,-0.466779,0.543825,0.187107,-0.551778
836,2.322222,-0.079702,-0.879034,0.123008,0.453669,0.556872,0.187852,-0.542221,0.000297,0.587540,0.226037,-0.410030,0.852445,0.492028,0.206723,-0.481103,0.900289,0.639458,0.212143,-0.451825,0.872077,0.556927,0.187871,-0.542152,0.868964,0.587534,0.225490,-0.410251,0.491969,0.207004,-0.481380,0.639662,0.212611,-0.451790,0.556788,0.187668,-0.541689
837,2.325000,-0.076457,-0.890248,0.126099,0.430943,0.569496,0.188258,-0.532207,0.000489,0.593063,0.227320,-0.398820,0.892023,0.501454,0.206273,-0.474397,0.927821,0.647173,0.214133,-0.437980,0.921392,0.569547,0.188278,-0.532135,0.899899,0.592926,0.227182,-0.399206,0.501629,0.206352,-0.474181,0.646892,0.214122,-0.438120,0.569790,0.188347,-0.531825
838,2.327778,-0.079913,-0.901720,0.128923,0.404838,0.582334,0.188892,-0.522093,0.000161,0.598116,0.229263,-0.387950,0.911836,0.511040,0.207092,-0.468407,0.907822,0.654420,0.215989,-0.423852,0.915486,0.582381,0.188913,-0.522019,0.904320,0.598131,0.228925,-0.387850,0.511211,0.207282,-0.468673,0.654431,0.216307,-0.423967,0.582184,0.188743,-0.521738
839,2.330556,-0.080636,-0.912662,0.130226,0.378928,0.595422,0.189780,-0.511869,0.000511,0.603400,0.230821,-0.377240,0.911836,0.521111,0.207605,-0.462307,0.907822,0.661717,0.217870,-0.409900,0.915486,0.595465,0.189802,-0.511793,0.904320,0.603308,0.230477,-0.377397,0.521700,0.207723,-0.462580,0.661707,0.218141,-0.409949,0.594977,0.189755,-0.511314
840,2.333333,-0.079155,-0.922353,0.133328,0.353867,0.608455,0.190262,-0.500946,0.000878,0.608858,0.232173,-0.366349,0.902809,0.531432,0.207379,-0.455442,0.835051,0.668965,0.219812,-0.395841,0.930999,0.608493,0.190284,-0.500868,0.828808,0.608892,0.232052,-0.366684,0.532213,0.207396,-0.455316,0.668389,0.219797,-0.396017,0.608254,0.190403,-0.500483
841,2.336111,-0.082333,-0.932115,0.132846,0.326701,0.621357,0.191187,-0.490297,0.000607,0.613858,0.233500,-0.356035,0.868840,0.541785,0.208234,-0.449384,0.866364,0.675603,0.221213,-0.381956,0.904545,0.621391,0.191210,-0.490217,0.818329,0.614093,0.233095,-0.356271,0.542205,0.208351,-0.449693,0.675378,0.221518,-0.381996,0.620961,0.191192,-0.489631
842,2.338889,-0.082581,-0.940436,0.135033,0.300875,0.634109,0.191745,-0.479196,0.000361,0.619084,0.234795,-0.345802,0.916812,0.552320,0.208293,-0.442689,0.904762,0.682231,0.222930,-0.368319,0.939963,0.634139,0.191769,-0.479114,0.872870,0.619202,0.234507,-0.345920,0.552613,0.208385,-0.442914,0.682160,0.223157,-0.368351,0.633798,0.191737,-0.478738
843,2.341667,-0.082384,-0.948255,0.136137,0.274758,0.646652,0.192349,-0.467811,0.000594,0.624101,0.235775,-0.335604,0.844993,0.562873,0.208262,-0.435810,0.897584,0.688471,0.224422,-0.354655,0.920804,0.646676,0.192373,-0.467728,0.903889,0.624143,0.235391,-0.336089,0.563151,0.208478,-0.435599,0.688248,0.224626,-0.354750,0.646579,0.192337,-0.467358
844,2.344444,-0.084942,-0.955413,0.136983,0.247399,0.659664,0.192874,-0.456189,0.000834,0.629520,0.236920,-0.325712,0.844993,0.574151,0.208593,-0.429050,0.897584,0.694907,0.225746,-0.341040,0.920804,0.659684,0.192898,-0.456105,0.903889,0.629617,0.236428,-0.326098,0.574782,0.208909,-0.428731,0.694437,0.226056,-0.341287,0.659426,0.192765,-0.455792
